score: 0.0008170677836590062
>> 71 Sobel(FluoTopHat(AbsoluteDifference2(X2, X1)))
391,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
394,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
395,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
395,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
397,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
398,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
398,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
398,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
398,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
399,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
400,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
400,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
400,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
400,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
401,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
401,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
401,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
401,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
401,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
401,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
402,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
403,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
403,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
408,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
408,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
411,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
411,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
412,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
414,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
414,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
414,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
415,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
415,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
416,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
416,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
419,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
420,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
423,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
424,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
424,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
429,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
429,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
429,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
429,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
430,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
431,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
432,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
433,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
433,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
434,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
435,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
436,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
436,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
437,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
437,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
437,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
437,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
437,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
437,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
438,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
438,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
438,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
439,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
440,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
443,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
443,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
443,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
444,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
445,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
446,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
446,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
446,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
446,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
446,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
447,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
448,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
448,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
449,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
449,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
449,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
449,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
449,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
449,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
449,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
449,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
450,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
450,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
452,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
452,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
453,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
453,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
455,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
456,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
456,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
456,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
456,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
456,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
456,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
456,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
456,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
457,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
457,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
459,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
459,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
461,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
461,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
461,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
461,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
462,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
462,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
462,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
462,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
462,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
462,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
462,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
462,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
462,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
462,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
463,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
464,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
464,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
464,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
464,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
464,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
464,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
464,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
464,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
464,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
464,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
465,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
465,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
465,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
465,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
465,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
465,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
465,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
467,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
467,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
467,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
467,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
467,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
470,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
473,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
473,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
475,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
475,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
475,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
475,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
476,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
476,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
476,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
476,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
476,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
476,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
479,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
479,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
480,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
483,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
484,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
485,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
485,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
485,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
487,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
488,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
488,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
488,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
488,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
489,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
489,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
490,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
491,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
491,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
492,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
492,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
496,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
498,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
505,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
506,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
506,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
508,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
508,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
509,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
509,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
512,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
513,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
513,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
513,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
514,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
514,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
514,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
516,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
516,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
517,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
517,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
518,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
518,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
520,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
522,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
523,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
524,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
524,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
529,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
529,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
1000 529
529,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
529,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
530,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
530,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
534,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
534,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
535,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
535,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
535,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
535,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
535,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
535,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
537,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
537,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
537,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
537,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
538,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
538,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
539,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
539,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
541,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
541,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
542,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
543,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
545,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
546,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
546,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
547,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
549,0.37131705894792705
>> 2161 MorphBlackHat(MedianBlur(AbsoluteDifference2(X2, X0)))
550,0.39739679781299814
>> 6836 InRange(BitwiseNot(X4))
550,0.39739679781299814
>> 6836 InRange(BitwiseNot(X4))
550,0.39739679781299814
>> 6836 InRange(BitwiseNot(X4))
550,0.39739679781299814
>> 6836 InRange(BitwiseNot(X4))
551,0.39739679781299814
>> 6836 InRange(BitwiseNot(X4))
571,0.39739679781299814
>> 6836 InRange(BitwiseNot(X4))
577,0.39739679781299814
>> 6836 InRange(BitwiseNot(X4))
590,0.3983624091393764
>> 7591 InRange(Dilate(X4))
590,0.3983624091393764
>> 7591 InRange(Dilate(X4))
590,0.3983624091393764
>> 7591 InRange(Dilate(X4))
591,0.3983624091393764
>> 7591 InRange(Dilate(X4))
593,0.3983624091393764
>> 7591 InRange(Dilate(X4))
597,0.3983624091393764
>> 7591 InRange(Dilate(X4))
600,0.3983624091393764
>> 7591 InRange(Dilate(X4))
602,0.3983624091393764
>> 7591 InRange(Dilate(X4))
604,0.3983624091393764
>> 7591 InRange(Dilate(X4))
611,0.3983624091393764
>> 7591 InRange(Dilate(X4))
617,0.3983624091393764
>> 7591 InRange(Dilate(X4))
626,0.3983624091393764
>> 7591 InRange(Dilate(X4))
629,0.3983624091393764
>> 7591 InRange(Dilate(X4))
633,0.3983624091393764
>> 7591 InRange(Dilate(X4))
638,0.3983624091393764
>> 7591 InRange(Dilate(X4))
640,0.3983624091393764
>> 7591 InRange(Dilate(X4))
642,0.3983624091393764
>> 7591 InRange(Dilate(X4))
643,0.3983624091393764
>> 7591 InRange(Dilate(X4))
649,0.3983624091393764
>> 7591 InRange(Dilate(X4))
654,0.3983624091393764
>> 7591 InRange(Dilate(X4))
664,0.3983624091393764
>> 7591 InRange(Dilate(X4))
664,0.3983624091393764
>> 7591 InRange(Dilate(X4))
665,0.3983624091393764
>> 7591 InRange(Dilate(X4))
669,0.3983624091393764
>> 7591 InRange(Dilate(X4))
670,0.3983624091393764
